action_max,action_min,adv_avg,adv_max,adv_med,adv_min,adv_var,clipfrac,entropy,eplenmean,eprewmean,fps,grad_norm,kl,loss_pi,loss_v,lr_pi,lr_v,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps,ratio_max,ratio_min,ret_avg,ret_max,ret_med,ret_min,ret_var
4.540590763092041,-4.532659530639648,-1.1135668754577637,1.0703307390213013,-1.084214448928833,-3.443193197250366,0.17463576793670654,0.0,17.295087814331055,517.5,2833.2194460899996,2559,0.759348452091217,0.007462980225682259,0.41262108087539673,0.06907081604003906,0.014814814814814815,0.001,239,1966080,756.6523927859962,1966080,1.5047353506088257,0.5409329533576965,2.7958595752716064,3.9512553215026855,3.4094886779785156,-1.180733561515808,1.9367529153823853
4.593173980712891,-4.233719825744629,-1.0385277271270752,0.626262903213501,-0.9955811500549316,-3.5740883350372314,0.1284654289484024,0.0,17.091571807861328,634.31,3494.92987039,2561,0.7181652188301086,0.00765944505110383,0.09331448376178741,0.04931468516588211,0.014814814814814815,0.001,249,2048000,788.5440925779985,2048000,1.4829076528549194,0.40512537956237793,3.0398690700531006,3.978811025619507,3.6800320148468018,-1.071151614189148,1.9005050659179688
4.464742660522461,-3.97110652923584,-0.9342069625854492,0.20582044124603271,-0.9051480889320374,-3.129429817199707,0.06678926944732666,0.0,16.94207191467285,795.01,4436.45203844,2541,0.7138175964355469,0.008290324360132217,-0.07825091481208801,0.037578754127025604,0.014814814814814815,0.001,259,2129920,820.5155752139981,2129920,1.634187936782837,0.6025974154472351,3.2838327884674072,3.8315649032592773,3.539792060852051,-0.9800086617469788,0.6759465336799622
4.527022838592529,-4.048222064971924,-0.8666681051254272,0.7599170804023743,-0.8568412065505981,-2.8292033672332764,0.026330849155783653,0.0,16.731033325195312,909.92,5075.7497116,2423,0.6575330495834351,0.008806031197309494,0.22187626361846924,0.015485472977161407,0.014814814814814815,0.001,269,2211840,852.8702354250127,2211840,1.5302983522415161,0.4905664920806885,3.3103466033935547,3.506207227706909,3.3714475631713867,-0.914103090763092,0.09827487170696259
5.128970146179199,-4.038083076477051,-0.8595399856567383,-0.39174553751945496,-0.8334736227989197,-2.7479701042175293,0.02380250208079815,0.0,16.506439208984375,946.55,5296.13967667,2337,0.743744969367981,0.009388978593051434,0.44570600986480713,0.013569516129791737,0.014814814814814815,0.001,279,2293760,888.3844192810357,2293760,1.5773701667785645,0.4033873975276947,3.021286964416504,3.2680318355560303,3.1899454593658447,-0.8756567239761353,0.4587172865867615
4.793323040008545,-3.989283561706543,-0.8247039318084717,0.10190951079130173,-0.8229577541351318,-1.9988702535629272,0.011144404299557209,0.0,16.372802734375,926.74,5193.60641895,2393,0.6073922514915466,0.012763278558850288,-0.3910626769065857,0.004356814548373222,0.014814814814814815,0.001,289,2375680,922.9203270470025,2375680,2.8827602863311768,0.3878251314163208,2.9425315856933594,3.0892136096954346,3.000561475753784,0.2191143035888672,0.09368828684091568
4.466412544250488,-3.875941276550293,-0.822600781917572,-0.5180525183677673,-0.8234278559684753,-1.0894256830215454,0.002091103931888938,0.0,16.203243255615234,977.94,5501.338929559999,2362,0.7189502716064453,0.0083833709359169,0.21757730841636658,0.0018266311381012201,0.014814814814814815,0.001,299,2457600,957.8264264530153,2457600,1.7403608560562134,0.6069924235343933,2.865081787109375,2.937732219696045,2.8732988834381104,2.5784270763397217,0.001288265106268227
4.568296432495117,-3.9481825828552246,-0.8319302797317505,-0.2582354247570038,-0.8260382413864136,-2.573852777481079,0.008689026348292828,0.0,16.101032257080078,973.98,5497.5360542299995,2409,0.6164506673812866,0.016586463898420334,-0.0418718159198761,0.0017865549307316542,0.014814814814814815,0.001,309,2539520,993.4618217350217,2539520,2.0552666187286377,0.28775399923324585,2.6647965908050537,2.757406711578369,2.691397190093994,-0.8400259017944336,0.061831869184970856
4.284017562866211,-4.185009002685547,-0.8428263664245605,-0.35455888509750366,-0.838368833065033,-1.7842683792114258,0.004537911619991064,0.0,16.02340316772461,965.74,5423.578611610001,2521,0.7273412346839905,0.003499276004731655,0.24496035277843475,0.0014932414051145315,0.009876543209876543,0.001,319,2621440,1026.2245151840034,2621440,1.3947670459747314,0.6002143025398254,2.4786126613616943,2.5888335704803467,2.5259041786193848,-0.8461431264877319,0.09049563854932785
4.630478858947754,-3.7769103050231934,-0.8517303466796875,-0.10636533051729202,-0.8478640913963318,-1.871458649635315,0.00727932108566165,0.0,15.927724838256836,953.62,5329.33281003,2568,0.6035003066062927,0.006988882087171078,0.2959275245666504,0.0017774677835404873,0.009876543209876543,0.001,329,2703360,1058.7345710620284,2703360,1.475600242614746,0.40739965438842773,2.355595827102661,2.436375617980957,2.3906173706054688,-0.856143593788147,0.04397895187139511
4.963879585266113,-3.721818685531616,-0.8634713888168335,-0.2545853853225708,-0.864141047000885,-1.3006300926208496,0.001797798671759665,0.0,15.791876792907715,970.8,5449.812331880001,2463,0.6836619973182678,0.005030468571931124,-0.025358185172080994,0.0010134812910109758,0.009876543209876543,0.001,339,2785280,1091.5465917960391,2785280,1.512345790863037,0.6779463291168213,2.2872772216796875,2.3361403942108154,2.296375274658203,1.7621870040893555,0.0017425758996978402
4.261270999908447,-4.0255327224731445,-0.876609742641449,-0.38253331184387207,-0.8786028623580933,-1.0424323081970215,0.0011000701924785972,0.0,15.696723937988281,975.8,5509.859665739999,2442,0.6962121725082397,0.004500291310250759,-0.07331405580043793,0.0006356087978929281,0.009876543209876543,0.001,349,2867200,1124.6914949810016,2867200,1.4009901285171509,0.7160322070121765,2.161160469055176,2.2331128120422363,2.164820909500122,1.9735558032989502,0.0006570605328306556
4.449473857879639,-4.020077705383301,-0.8959939479827881,-0.7720609903335571,-0.8958477973937988,-1.0387471914291382,0.00034522218629717827,0.0,15.63008975982666,991.07,5570.506279489998,2289,0.7309918403625488,0.00396709656342864,0.5562122464179993,0.0002836367639247328,0.009876543209876543,0.001,359,2949120,1159.9339959759964,2949120,1.5851393938064575,0.6428358554840088,2.0706613063812256,2.101346731185913,2.0722713470458984,1.9439431428909302,0.00015141430776566267
4.545556545257568,-3.628580093383789,-0.9131491780281067,-0.4413791298866272,-0.9134408831596375,-1.2420626878738403,0.0011502543929964304,0.0,15.500922203063965,995.7,5580.313454859999,2457,0.7068308591842651,0.004046175628900528,0.11428074538707733,0.0006067821523174644,0.009876543209876543,0.001,369,3031040,1193.5559305979987,3031040,1.5740582942962646,0.6568901538848877,1.9709943532943726,2.0137457847595215,1.9775594472885132,1.6203972101211548,0.001571780419908464
4.767195224761963,-3.8347511291503906,-0.9432373046875,-0.827622652053833,-0.9311496615409851,-2.2801570892333984,0.008930291049182415,0.0,15.32717514038086,978.47,5522.143461279999,2322,0.5830336809158325,0.012699581682682037,0.6777942180633545,0.0015890426002442837,0.009876543209876543,0.001,379,3112960,1227.0311631720397,3112960,2.217374324798584,0.10000000149011612,1.8666517734527588,1.9287749528884888,1.895621657371521,-0.9331342577934265,0.05326610058546066
4.757903099060059,-4.132878303527832,-0.9500550031661987,-0.5001400113105774,-0.9508567452430725,-1.0453540086746216,0.00046162621583789587,0.0,15.231464385986328,975.84,5524.980527149999,2488,0.7005022764205933,0.0045258584432303905,-0.322287917137146,0.0005167641211301088,0.009876543209876543,0.001,389,3194880,1261.3027883410105,3194880,1.62334144115448,0.70716392993927,1.8032022714614868,1.8356597423553467,1.804290771484375,1.5953819751739502,0.0001557696668896824
4.375627517700195,-4.193850994110107,-0.9702839255332947,-0.46269187331199646,-0.9701523184776306,-1.2290499210357666,0.0005912130582146347,0.0,15.168246269226074,1000.0,5677.78605573,2242,0.6499080061912537,0.006467422470450401,0.12932820618152618,0.00030849198810756207,0.009876543209876543,0.001,399,3276800,1295.4876431029988,3276800,1.540163516998291,0.5449259877204895,1.7822707891464233,1.817238450050354,1.7857919931411743,1.3952617645263672,0.0006579157197847962
4.494345188140869,-4.390218734741211,-0.9885292053222656,-0.7480486631393433,-0.9885932803153992,-1.118836760520935,0.00029344306676648557,0.0,15.075567245483398,991.75,5669.010892670001,2445,0.6803857684135437,0.005724080838263035,-0.1745372861623764,0.00024360528914257884,0.009876543209876543,0.001,409,3358720,1329.0734307960374,3358720,1.6400272846221924,0.6869065761566162,1.7058488130569458,1.734844446182251,1.7074999809265137,1.593603491783142,0.0001379473105771467
4.772387981414795,-3.8201169967651367,-1.0048688650131226,-0.3344355821609497,-1.007975459098816,-1.5362051725387573,0.0039612045511603355,0.0,14.980559349060059,984.5,5680.135616490002,2447,0.550911009311676,0.00796063058078289,0.09583346545696259,0.0013810363598167896,0.009876543209876543,0.001,419,3440640,1363.6619311390095,3440640,1.882004737854004,0.34453439712524414,1.6681078672409058,1.7411658763885498,1.684362530708313,0.9194698929786682,0.005441103596240282
4.593538284301758,-3.90869402885437,-1.0258625745773315,0.14594964683055878,-1.0263795852661133,-1.7702789306640625,0.004156676586717367,0.0,14.905978202819824,969.7,5618.051998439999,2509,0.5669965147972107,0.008334532380104065,0.11169341206550598,0.000696758390404284,0.006584362139917695,0.001,429,3522560,1396.6209180810256,3522560,1.9316431283950806,0.4976905286312103,1.6885840892791748,1.7930750846862793,1.7062768936157227,-1.0237483978271484,0.019773557782173157
4.485435485839844,-4.106845855712891,-1.0431504249572754,-0.9248878359794617,-1.0433814525604248,-1.1293853521347046,0.00024195581499952823,0.0,14.862971305847168,986.98,5723.733718120001,2486,0.689728856086731,0.007845506072044373,0.15494225919246674,0.00018552422989159822,0.009876543209876543,0.001,439,3604480,1431.0279446420027,3604480,1.4565880298614502,0.5926623940467834,1.6521694660186768,1.6825289726257324,1.6526297330856323,1.583733320236206,0.00010404091881355271
4.529882907867432,-3.8972039222717285,-1.0591789484024048,-0.8329765200614929,-1.0601729154586792,-1.1826742887496948,0.0003495544078759849,0.0,14.764466285705566,986.48,5749.771408469999,2244,0.6643844842910767,0.007193225901573896,0.05704833194613457,0.0002516828244552016,0.009876543209876543,0.001,449,3686400,1464.8010554310167,3686400,1.5089142322540283,0.6682459115982056,1.598235011100769,1.633541226387024,1.600622534751892,1.4935026168823242,0.00019241291738580912
4.9920806884765625,-4.157716751098633,-1.0779666900634766,-0.9717819094657898,-1.0781346559524536,-1.1757032871246338,0.0002433854533592239,0.0,14.756963729858398,994.06,5801.413702560001,2427,0.6500738859176636,0.0064290473237633705,0.16584688425064087,0.00022858699958305806,0.009876543209876543,0.001,459,3768320,1498.7530642280472,3768320,1.624752402305603,0.652381420135498,1.568213701248169,1.6349549293518066,1.57004976272583,1.4945957660675049,0.00013349037908483297
4.553420543670654,-4.0940752029418945,-1.0997934341430664,-0.6580381393432617,-1.0948309898376465,-1.967369556427002,0.003574574599042535,0.0,14.69058609008789,991.91,5801.2367946,2236,0.5536230802536011,0.010580549016594887,0.48311853408813477,0.0008122320286929607,0.006584362139917695,0.001,469,3850240,1533.9531158290338,3850240,1.9665803909301758,0.37944501638412476,1.4827028512954712,1.5354163646697998,1.5014243125915527,-1.0926851034164429,0.029212797060608864
4.67912483215332,-4.228648662567139,-1.1124229431152344,-0.9174975156784058,-1.1122568845748901,-1.2136950492858887,0.00025771354557946324,0.0,14.625770568847656,976.5,5740.331827949999,2476,0.6407335996627808,0.007298953831195831,0.3090238571166992,0.0001853295834735036,0.009876543209876543,0.001,479,3932160,1567.6830255759996,3932160,1.6642547845840454,0.6408244967460632,1.4253852367401123,1.4544814825057983,1.428153157234192,1.2742305994033813,0.00018448918126523495
4.985341548919678,-4.243880748748779,-1.1291015148162842,-1.0676259994506836,-1.1289793252944946,-1.2186650037765503,0.00013814751582685858,0.0,14.61928939819336,1000.0,5881.664095830001,2363,0.6880532503128052,0.007238224148750305,0.13375259935855865,0.0001768955116858706,0.009876543209876543,0.001,489,4014080,1602.8960204750183,4014080,1.9425647258758545,0.6062860488891602,1.380738377571106,1.4133411645889282,1.3813782930374146,1.2999367713928223,4.9520531320013106e-05
4.74329137802124,-3.778676986694336,-1.1528115272521973,-0.9977579116821289,-1.1476881504058838,-2.1867544651031494,0.0035283993929624557,0.0,14.543787956237793,969.89,5735.214050469999,2452,0.43074342608451843,0.01280011422932148,0.3369590640068054,0.0005043101264163852,0.006584362139917695,0.001,499,4096000,1636.1831183060422,4096000,2.209812641143799,0.20454826951026917,1.33540940284729,1.382440447807312,1.3526078462600708,-1.1450051069259644,0.024861248210072517
4.908054351806641,-4.472626686096191,-1.169141411781311,-0.8966528177261353,-1.165070652961731,-2.3389604091644287,0.003310175146907568,0.0,14.476797103881836,973.39,5763.59796177,2481,0.5765617489814758,0.0073945047333836555,0.38492551445961,0.0009476382983848453,0.006584362139917695,0.001,509,4177920,1671.1582505170372,4177920,2.0560390949249268,0.543489396572113,1.2339073419570923,1.2760076522827148,1.2529096603393555,-1.1629139184951782,0.031055767089128494
4.791762351989746,-4.271849155426025,-1.1816301345825195,-0.9379668831825256,-1.1819292306900024,-1.2908635139465332,0.0003621747891884297,0.0,14.452035903930664,979.29,5785.7233472200005,2369,0.6877648234367371,0.0033004209399223328,-0.21274521946907043,0.0001570909225847572,0.006584362139917695,0.001,519,4259840,1704.82486732502,4259840,1.3303529024124146,0.7267478108406067,1.241623878479004,1.2742143869400024,1.243070363998413,1.1128557920455933,0.00013516949547920376
4.425034999847412,-4.2315993309021,-1.1992275714874268,-1.0726149082183838,-1.1993578672409058,-1.309540867805481,0.000116689559945371,0.0,14.383485794067383,992.68,5871.42675471,2465,0.6486695408821106,0.008102972991764545,0.06064590811729431,0.000151559041114524,0.009876543209876543,0.001,529,4341760,1739.3848915290437,4341760,1.9378204345703125,0.6228142976760864,1.2061302661895752,1.2224470376968384,1.208140254020691,1.157997488975525,7.722504233242944e-05
4.728401184082031,-4.5042829513549805,-1.217518925666809,-1.1205718517303467,-1.2175253629684448,-1.3162580728530884,0.00011058791278628632,0.0,14.26468563079834,989.24,5853.555715879998,2170,0.6706466674804688,0.006431350484490395,0.22597956657409668,8.256828732555732e-05,0.009876543209876543,0.001,539,4423680,1773.700698388042,4423680,1.5110598802566528,0.546285092830658,1.2271991968154907,1.2406389713287354,1.2280876636505127,1.1840194463729858,3.592522625694983e-05
4.6773576736450195,-4.467335224151611,-1.2334074974060059,-1.0875507593154907,-1.234344244003296,-1.3560436964035034,0.00024357059737667441,0.0,14.214235305786133,991.59,5877.368769369999,2477,0.5792891383171082,0.011190155521035194,-0.395721971988678,0.00017815391765907407,0.009876543209876543,0.001,549,4505600,1807.8800995360361,4505600,1.9950841665267944,0.6287565231323242,1.2377691268920898,1.2735059261322021,1.240441083908081,1.031799554824829,0.00024789368035271764
4.880690574645996,-4.4715776443481445,-1.250910997390747,-1.1832780838012695,-1.2512296438217163,-1.305458903312683,0.00010698780533857644,0.0,14.137394905090332,991.29,5920.337856720001,2276,0.7005900740623474,0.007629401981830597,0.4529447555541992,7.53852364141494e-05,0.009876543209876543,0.001,559,4587520,1842.7665010830387,4587520,1.6171512603759766,0.7017236351966858,1.234249234199524,1.2529265880584717,1.2356288433074951,1.1530543565750122,8.099998376565054e-05
4.910995006561279,-4.176248550415039,-1.2678494453430176,-1.1317002773284912,-1.2674150466918945,-1.4416249990463257,0.0001684231247054413,0.0,14.082765579223633,1000.0,5998.4131106800005,2428,0.578903079032898,0.00818304717540741,0.18452492356300354,0.00012840633280575275,0.009876543209876543,0.001,569,4669440,1876.768858525029,4669440,1.581364631652832,0.6001656651496887,1.2355825901031494,1.2589231729507446,1.2386411428451538,1.0668011903762817,0.0002059113176073879
4.543905258178711,-4.6705121994018555,-1.2921260595321655,-1.0490747690200806,-1.2829667329788208,-2.6470859050750732,0.006277731619775295,0.0,13.996986389160156,985.46,5953.23465994,2452,0.5269091129302979,0.01960480771958828,0.3561493754386902,0.0015349388122558594,0.006584362139917695,0.001,579,4751360,1911.6866538490285,4751360,2.668215751647949,0.25397154688835144,1.1582871675491333,1.2278116941452026,1.1890909671783447,-1.347090721130371,0.05219022557139397
4.969477653503418,-4.277869701385498,-1.2989423274993896,-0.5236517786979675,-1.2987802028656006,-1.833322286605835,0.0023587301839143038,0.0,13.930034637451172,981.69,5962.892777510001,2409,0.5073487758636475,0.010950293391942978,0.04409714415669441,0.00040292792255058885,0.006584362139917695,0.001,589,4833280,1945.1467826589942,4833280,1.6994942426681519,0.5267167687416077,1.1604807376861572,1.2266333103179932,1.171963095664978,0.15347902476787567,0.006015895400196314
4.841305255889893,-4.143093109130859,-1.3194570541381836,-1.2004742622375488,-1.3140535354614258,-2.4566173553466797,0.004523145034909248,0.0,13.89787769317627,993.99,6045.9101281700005,2422,0.49462687969207764,0.008936945348978043,0.32585781812667847,0.0008129088673740625,0.006584362139917695,0.001,599,4915200,1980.3601400780026,4915200,1.7536994218826294,0.4522475004196167,1.1547211408615112,1.1879072189331055,1.1655333042144775,-1.3125386238098145,0.01498362421989441
4.580966949462891,-4.366260528564453,-1.3294316530227661,-1.0147019624710083,-1.3302208185195923,-1.4269046783447266,0.00032344154897145927,0.0,13.887675285339355,986.6,6038.527683139999,2229,0.7172547578811646,0.003934679552912712,-0.03792436793446541,0.00019821745809167624,0.006584362139917695,0.001,609,4997120,2015.0558275950025,4997120,1.694771409034729,0.7126668095588684,1.1544922590255737,1.1894863843917847,1.1567156314849854,1.006281852722168,0.00018714186444412917
